,Unnamed: 0,URL,TrackingPrice
0,0.0,https://www.amazon.it/gp/product/B077SF8KMG,109.0
1,1.0,https://www.amazon.it/gp/product/B011N78DMA,275.0
2,2.0,https://www.amazon.it/gp/product/B01M5ALXJD,249.0
3,,https://www.amazon.it/gp/product/B079XC5PVV,87.0
